Legal_Name,Trade_Name,Tax_Registration_Number,Country_Code,Account_Creation_Date,Is_Active,Entity_ID
Tau Manufacturing Ltd,Tau Manufacturing,TAX-535037,FR,2025-11-05 03:26:39,FALSE,VEND_2084
Delta Distribution Corp,Delta Distribution,TAX-789545,FR,2024-05-29 03:26:39,TRUE,VEND_1732
Sigma Consulting Ltd,Sigma Consulting,TAX-614259,US,2025-11-23 03:26:39,TRUE,VEND_3280
Psi Tech Pakistan,Psi Tech,TAX-391369,PK,2025-03-12 03:26:39,FALSE,VEND_8822
Sigma Services PK,Sigma Services,TAX-414527,IN,2025-07-08 03:26:39,TRUE,CUST_6813
Omicron Distribution LLC   ,Omicron Distribution  ,TAX-593393,US,2021-07-17 03:26:39,TRUE,CUST_8310
Theta Distribution Corp,Theta Distribution,TAX-415344,IN,2022-06-07 03:26:39,TRUE,CUST_8595
Gamma Tech Corp,Gamma Tech,TAX-739947,GB,2025-05-26 03:26:39,FALSE,CUST_8218
"Nu Tech Pakistan
","Nu Tech	",TAX-162976,AE,2021-11-04 03:26:39,FALSE,VEND_2022
Beta Manufacturing Ltd,Beta Manufacturing,TAX-612643,FR,2026-04-17 03:26:39,FALSE,CUST_2180
Mu Trading LLC,Mu Trading,TAX-919182,FR,2026-03-05 03:26:39,TRUE,CUST_8294
Theta Logistics PVT,Theta Logistics,TAX-221620,GB,2022-12-20 03:26:39,TRUE,VEND_5186
Alpha Consulting PK,Alpha Consulting,TAX-209812,US,2024-06-25 03:26:39,TRUE,CUST_4814
Mu Distribution Inc,Mu Distribution,TAX-475190,PK,2022-07-30 03:26:39,TRUE,VEND_1824
Upsilon Services Inc,Upsilon Services,TAX-762652,DE,2023-03-06 03:26:39,TRUE,VEND_8982
Omicron Logistics Inc,Omicron Logistics,TAX-455766,US,2024-07-04 03:26:39,TRUE,VEND_9748
Kappa Logistics PVT,Kappa Logistics,TAX-121869,AE,2025-06-09 03:26:39,FALSE,CUST_9132
Xi Distribution Inc,Xi Distribution,TAX-738577,FR,2021-10-01 03:26:39,FALSE,CUST_7322
Theta Manufacturing Inc,Theta Manufacturing,TAX-901909,FR,2021-10-17 03:26:39,FALSE,VEND_1668
Upsilon Manufacturing Pakistan,Upsilon Manufacturing,TAX-709291,GB,2023-03-25 03:26:39,FALSE,VEND_2093
Gamma Tech LLC,Gamma Tech,TAX-293757,PK,2023-09-22 03:26:39,FALSE,VEND_8077
Eta Consulting PK,Eta Consulting,TAX-456871,AE,2023-01-22 03:26:39,FALSE,CUST_6591
Rho Distribution PK,Rho Distribution,TAX-675458,GB,2022-11-28 03:26:39,TRUE,CUST_9952
Phi Distribution LLC,Phi Distribution,TAX-744883,DE,2023-07-23 03:26:39,FALSE,VEND_2501
Zeta Logistics Ltd,Zeta Logistics,TAX-704864,GB,2025-03-16 03:26:39,FALSE,VEND_9971
Tau Trading LLC,Tau Trading,TAX-148050,FR,2025-02-14 03:26:39,FALSE,VEND_2435
Zeta Trading PK,Zeta Trading,TAX-415759,AE,2023-08-21 03:26:39,TRUE,CUST_1918
Chi Manufacturing LLC,Chi Manufacturing,TAX-875282,FR,2023-03-08 03:26:39,FALSE,CUST_3835
Beta Consulting PVT,Beta Consulting,TAX-288724,IN,2025-08-22 03:26:39,FALSE,VEND_8355
"Tau Manufacturing Ltd	",Tau Manufacturing  ,TAX-512160,GB,2024-08-02 03:26:39,FALSE,CUST_3945
Xi Manufacturing S.A.,Xi Manufacturing,TAX-245939,FR,2024-09-13 03:26:39,TRUE,CUST_6947
Pi Consulting Ltd,Pi Consulting,TAX-938416,DE,2022-04-25 03:26:39,FALSE,VEND_5842
Xi Manufacturing Pakistan   ,"Xi Manufacturing	",TAX-733039,AE,2026-04-04 03:26:39,TRUE,CUST_7874
Psi Distribution Ltd,Psi Distribution,TAX-361805,PK,2022-05-31 03:26:39,FALSE,VEND_8780
Tau Services Corp,Tau Services,TAX-919234,IN,2024-11-03 03:26:39,TRUE,CUST_4197
"Zeta Consulting Ltd	",Zeta Consulting  ,TAX-886197,IN,2021-07-03 03:26:39,FALSE,CUST_8999
Omicron Consulting Ltd,Omicron Consulting,TAX-177449,GB,2024-06-18 03:26:39,FALSE,VEND_7219
Alpha Manufacturing S.A.,Alpha Manufacturing,TAX-716551,US,2024-08-16 03:26:39,FALSE,VEND_5368
Tau Services Pakistan,Tau Services,TAX-449636,FR,2024-09-13 03:26:39,FALSE,VEND_2985
Tau Trading Ltd,Tau Trading,TAX-204998,PK,2022-09-19 03:26:39,TRUE,CUST_4750
Zeta Tech Ltd,Zeta Tech,TAX-130170,AE,2024-12-06 03:26:39,TRUE,CUST_7853
Upsilon Consulting Inc,Upsilon Consulting,TAX-865179,GB,2023-05-24 03:26:39,TRUE,VEND_7132
Gamma Distribution Pakistan,Gamma Distribution,TAX-228479,US,2023-10-25 03:26:39,TRUE,CUST_9540
Beta Consulting PVT,Beta Consulting,TAX-943687,PK,2022-11-24 03:26:39,TRUE,VEND_5344
Kappa Logistics PVT,Kappa Logistics,TAX-513697,IN,2024-06-19 03:26:39,TRUE,CUST_8527
Theta Tech LLC,Theta Tech,TAX-380464,GB,2025-01-04 03:26:39,TRUE,CUST_2612
Nu Distribution Corp,Nu Distribution,TAX-182659,GB,2023-11-29 03:26:39,FALSE,CUST_4927
Epsilon Distribution LLC,Epsilon Distribution,TAX-225701,US,2022-08-11 03:26:39,FALSE,VEND_3986
Iota Manufacturing Ltd,Iota Manufacturing,TAX-449555,US,2023-02-18 03:26:39,TRUE,VEND_1709
Beta Consulting PVT,Beta Consulting,TAX-174852,DE,2023-10-07 03:26:39,TRUE,VEND_3248
Omega Logistics Inc,Omega Logistics,TAX-990856,DE,2022-11-10 03:26:39,TRUE,CUST_2369
Lambda Services PK,Lambda Services,TAX-827143,DE,2025-07-18 03:26:39,FALSE,CUST_4027
Nu Services Inc,Nu Services,TAX-373791,PK,2024-02-13 03:26:39,TRUE,CUST_7304
Psi Logistics PK,Psi Logistics,TAX-315425,DE,2022-12-31 03:26:39,TRUE,CUST_5491
Tau Consulting PK,Tau Consulting,TAX-813666,GB,2022-03-02 03:26:39,TRUE,VEND_6728
Psi Manufacturing Inc,Psi Manufacturing,TAX-500118,GB,2024-01-24 03:26:39,FALSE,CUST_3913
Lambda Manufacturing LLC,Lambda Manufacturing,TAX-790266,DE,2021-10-22 03:26:39,FALSE,VEND_6693
Xi Trading LLC   ,"Xi Trading	",TAX-981913,IN,2023-09-25 03:26:39,FALSE,VEND_5761
Mu Services PVT,Mu Services,TAX-552825,PK,2022-08-03 03:26:39,FALSE,CUST_1201
Beta Distribution PVT,Beta Distribution,TAX-631219,AE,2022-11-16 03:26:39,FALSE,CUST_6926
Lambda Distribution LLC,Lambda Distribution,TAX-764721,PK,2021-08-28 03:26:39,FALSE,VEND_7721
Omega Consulting LLC,Omega Consulting,TAX-155164,PK,2025-07-08 03:26:39,TRUE,CUST_1854
Nu Tech LLC,Nu Tech,TAX-574419,GB,2025-01-19 03:26:39,TRUE,VEND_9701
Gamma Trading PK,Gamma Trading,TAX-754644,FR,2023-02-13 03:26:39,FALSE,CUST_3430
Nu Services Inc,Nu Services,TAX-418635,AE,2025-03-22 03:26:39,FALSE,CUST_1154
Pi Consulting PVT,Pi Consulting,TAX-449499,AE,2022-08-23 03:26:39,TRUE,CUST_9008
Lambda Logistics Inc,Lambda Logistics,TAX-254887,DE,2022-06-13 03:26:39,TRUE,VEND_1659
Sigma Services Inc,Sigma Services,TAX-966028,US,2021-12-17 03:26:39,FALSE,CUST_9230
Theta Services Corp,Theta Services,TAX-120896,DE,2023-09-21 03:26:39,TRUE,CUST_3535
Upsilon Services Corp,Upsilon Services,TAX-913373,DE,2024-04-07 03:26:39,FALSE,VEND_4437
"Omega Manufacturing S.A.	","Omega Manufacturing	",TAX-476224,US,2025-03-04 03:26:39,FALSE,CUST_7145
Beta Consulting PVT,Beta Consulting,TAX-806396,DE,2023-01-08 03:26:39,TRUE,VEND_5438
Omega Distribution S.A.,Omega Distribution,TAX-402808,FR,2025-05-21 03:26:39,TRUE,VEND_6071
Eta Tech Corp,Eta Tech,TAX-618746,AE,2024-08-03 03:26:39,FALSE,VEND_6049
Kappa Logistics Inc,Kappa Logistics,TAX-648736,IN,2022-02-24 03:26:39,TRUE,VEND_7344
"Nu Services PK
","Nu Services	",TAX-828449,AE,2023-11-07 03:26:39,FALSE,VEND_6782
Omega Distribution Ltd,Omega Distribution,TAX-208584,GB,2022-09-18 03:26:39,FALSE,CUST_1962
"Omega Logistics S.A.	","Omega Logistics	",TAX-278794,DE,2022-11-15 03:26:39,FALSE,VEND_9226
"Chi Distribution PK
","Chi Distribution	",TAX-858414,US,2024-03-07 03:26:39,FALSE,CUST_1717
Phi Logistics Inc,Phi Logistics,TAX-877572,AE,2025-01-10 03:26:39,TRUE,CUST_6582
Sigma Manufacturing PK,Sigma Manufacturing,TAX-243941,US,2022-12-13 03:26:39,TRUE,VEND_1359
Gamma Trading PK,Gamma Trading,TAX-707913,AE,2024-06-04 03:26:39,TRUE,VEND_1479
Omicron Trading PVT,Omicron Trading,TAX-760351,PK,2025-05-10 03:26:39,FALSE,CUST_1584
Delta Tech Pakistan   ,"Delta Tech	",TAX-474725,GB,2024-06-06 03:26:39,TRUE,VEND_7235
Zeta Distribution PK,Zeta Distribution,TAX-685193,US,2023-03-06 03:26:39,TRUE,CUST_1468
Omicron Trading PK,Omicron Trading,TAX-130353,US,2024-07-31 03:26:39,TRUE,VEND_2491
Gamma Trading PVT,Gamma Trading,TAX-389366,GB,2024-09-20 03:26:39,FALSE,CUST_4309
Delta Manufacturing Corp,Delta Manufacturing,TAX-430876,US,2022-03-27 03:26:39,TRUE,VEND_3283
Xi Manufacturing Pakistan,Xi Manufacturing,TAX-193624,DE,2026-05-10 03:26:39,FALSE,VEND_5989
Alpha Services LLC,Alpha Services,TAX-114463,AE,2025-03-11 03:26:39,TRUE,CUST_2941
Iota Distribution Corp   ,Iota Distribution  ,TAX-980660,FR,2024-11-05 03:26:39,FALSE,CUST_8058
Pi Manufacturing LLC,Pi Manufacturing,TAX-981202,IN,2023-05-25 03:26:39,TRUE,VEND_4305
Iota Logistics Inc,Iota Logistics,TAX-735863,FR,2023-08-13 03:26:39,FALSE,VEND_5991
Gamma Trading LLC,Gamma Trading,TAX-992805,IN,2024-11-03 03:26:39,FALSE,VEND_8942
Chi Logistics LLC,Chi Logistics,TAX-502233,US,2025-12-01 03:26:39,FALSE,CUST_8712
Omicron Services Inc,Omicron Services,TAX-571579,IN,2023-03-13 03:26:39,TRUE,VEND_9151
Nu Consulting PK,Nu Consulting,TAX-172792,IN,2024-11-01 03:26:39,FALSE,CUST_1823
Pi Logistics LLC,Pi Logistics,TAX-520172,GB,2025-12-26 03:26:39,TRUE,CUST_2409
Gamma Manufacturing PVT,Gamma Manufacturing,TAX-480959,DE,2021-11-28 03:26:39,TRUE,CUST_7152
Mu Services LLC,Mu Services,TAX-793223,PK,2024-01-28 03:26:39,FALSE,CUST_6032
Zeta Tech PVT,Zeta Tech,TAX-607774,GB,2025-04-04 03:26:39,FALSE,CUST_3664
Rho Tech Corp,Rho Tech,TAX-614290,AE,2023-01-07 03:26:39,TRUE,VEND_2431
Lambda Manufacturing PK,Lambda Manufacturing,TAX-403387,DE,2024-11-25 03:26:39,TRUE,VEND_9796
"Gamma Tech Pakistan	",Gamma Tech  ,TAX-761685,PK,2024-08-23 03:26:39,TRUE,CUST_5920
Upsilon Consulting Inc,Upsilon Consulting,TAX-869969,US,2021-09-21 03:26:39,FALSE,CUST_3627
Omicron Distribution LLC,Omicron Distribution,TAX-913308,IN,2025-01-26 03:26:39,TRUE,VEND_6656
Mu Services PK,Mu Services,TAX-177103,GB,2023-07-29 03:26:39,FALSE,CUST_5355
Kappa Tech PVT,Kappa Tech,TAX-419348,IN,2021-10-05 03:26:39,FALSE,CUST_4110
Beta Consulting S.A.,Beta Consulting,TAX-839485,IN,2024-04-06 03:26:39,FALSE,VEND_1462
Gamma Manufacturing S.A.,Gamma Manufacturing,TAX-955662,US,2022-02-19 03:26:39,TRUE,VEND_2948
Alpha Logistics Pakistan,Alpha Logistics,TAX-956800,US,2021-07-30 03:26:39,FALSE,VEND_1388
"Phi Distribution S.A.	","Phi Distribution	",TAX-835132,AE,2022-10-05 03:26:39,FALSE,CUST_6863
Kappa Services S.A.,Kappa Services,TAX-520286,DE,2024-01-31 03:26:39,TRUE,VEND_2162
Chi Distribution PVT,Chi Distribution,TAX-432043,FR,2022-05-16 03:26:39,FALSE,VEND_3461
Omicron Consulting Pakistan,Omicron Consulting,TAX-293458,PK,2023-04-01 03:26:39,TRUE,VEND_3072
Kappa Consulting Pakistan,Kappa Consulting,TAX-551607,PK,2025-01-11 03:26:39,FALSE,VEND_2198
Omega Distribution LLC,Omega Distribution,TAX-208214,AE,2024-05-04 03:26:39,FALSE,VEND_4759
Gamma Trading LLC,Gamma Trading,TAX-206142,FR,2025-02-07 03:26:39,FALSE,CUST_7503
Epsilon Distribution Inc,Epsilon Distribution,TAX-112210,FR,2025-07-09 03:26:39,FALSE,CUST_2622
Omicron Services S.A.   ,Omicron Services  ,TAX-676429,DE,2025-10-07 03:26:39,TRUE,VEND_9317
"Xi Services LLC
",Xi Services  ,TAX-503906,DE,2025-05-02 03:26:39,FALSE,VEND_2674
Omicron Manufacturing LLC,Omicron Manufacturing,TAX-873291,IN,2025-03-28 03:26:39,FALSE,CUST_1392
Tau Services Ltd,Tau Services,TAX-690462,PK,2021-09-16 03:26:39,FALSE,VEND_6766
Kappa Consulting LLC,Kappa Consulting,TAX-108105,GB,2022-03-19 03:26:39,FALSE,CUST_5415
Delta Distribution LLC,Delta Distribution,TAX-994217,FR,2022-10-01 03:26:39,TRUE,CUST_7797
Theta Services PK,Theta Services,TAX-449773,GB,2024-03-12 03:26:39,TRUE,CUST_1651
Epsilon Trading PK,Epsilon Trading,TAX-189318,PK,2025-09-26 03:26:39,FALSE,VEND_6763
Upsilon Distribution PVT,Upsilon Distribution,TAX-693616,FR,2022-11-20 03:26:39,TRUE,VEND_9728
Sigma Logistics Inc,Sigma Logistics,TAX-879794,AE,2025-04-06 03:26:39,FALSE,CUST_1210
Kappa Tech S.A.,Kappa Tech,TAX-123853,AE,2025-03-24 03:26:39,TRUE,VEND_2823
Gamma Consulting Pakistan,Gamma Consulting,TAX-883790,GB,2025-06-01 03:26:39,TRUE,VEND_6947
Beta Manufacturing Inc,Beta Manufacturing,TAX-197793,IN,2021-08-22 03:26:39,TRUE,VEND_6123
"Delta Services Inc	","Delta Services	",TAX-427110,DE,2022-08-08 03:26:39,FALSE,VEND_5717
Iota Tech Pakistan,Iota Tech,TAX-483699,PK,2023-08-09 03:26:39,FALSE,VEND_9118
Alpha Tech S.A.,Alpha Tech,TAX-682959,FR,2023-04-26 03:26:39,TRUE,CUST_3733
Sigma Manufacturing PK,Sigma Manufacturing,TAX-412974,FR,2025-10-17 03:26:39,FALSE,CUST_2386
Eta Manufacturing LLC,Eta Manufacturing,TAX-892453,IN,2023-10-16 03:26:39,TRUE,VEND_6444
Epsilon Distribution Pakistan,Epsilon Distribution,TAX-465823,IN,2022-03-29 03:26:39,TRUE,CUST_1739
Psi Trading PVT,Psi Trading,TAX-538555,DE,2025-08-17 03:26:39,FALSE,CUST_8643
Chi Services Ltd,Chi Services,TAX-461724,US,2023-09-11 03:26:39,TRUE,VEND_1227
Alpha Manufacturing PK,Alpha Manufacturing,TAX-624902,IN,2025-05-26 03:26:39,TRUE,VEND_1095
Xi Distribution Pakistan,Xi Distribution,TAX-489737,AE,2023-02-12 03:26:39,FALSE,CUST_7862
Psi Logistics PVT,Psi Logistics,TAX-565897,GB,2025-09-15 03:26:39,FALSE,CUST_7458
Phi Consulting LLC,Phi Consulting,TAX-155074,PK,2023-10-19 03:26:39,FALSE,VEND_1890
Delta Logistics PK,Delta Logistics,TAX-146168,FR,2021-08-24 03:26:39,TRUE,VEND_9558
Zeta Tech Ltd,Zeta Tech,TAX-138105,IN,2024-03-04 03:26:39,FALSE,CUST_7251
Eta Trading Corp,Eta Trading,TAX-975498,PK,2021-09-17 03:26:39,FALSE,VEND_2741
Sigma Logistics PVT,Sigma Logistics,TAX-792829,PK,2024-09-21 03:26:39,FALSE,CUST_3893
Lambda Distribution S.A.,Lambda Distribution,TAX-221886,FR,2025-04-01 03:26:39,FALSE,VEND_2047
Omicron Consulting PVT,Omicron Consulting,TAX-955088,IN,2021-07-31 03:26:39,TRUE,VEND_4418
"Rho Distribution Inc	",Rho Distribution  ,TAX-794083,AE,2021-06-27 03:26:39,TRUE,CUST_3221
"Epsilon Manufacturing PVT	","Epsilon Manufacturing	",TAX-935474,IN,2021-08-21 03:26:39,FALSE,VEND_9697
Zeta Services Corp,Zeta Services,TAX-843007,AE,2025-04-25 03:26:39,TRUE,VEND_9069
Kappa Tech Pakistan,Kappa Tech,TAX-898329,AE,2025-10-29 03:26:39,TRUE,VEND_1721
Beta Distribution PVT,Beta Distribution,TAX-744793,IN,2026-04-24 03:26:39,TRUE,VEND_8848
Xi Services PVT,Xi Services,TAX-196411,AE,2025-02-27 03:26:39,TRUE,VEND_1941
Omicron Manufacturing PK,Omicron Manufacturing,TAX-581894,AE,2022-08-30 03:26:39,TRUE,CUST_8801
Omega Services PVT,Omega Services,TAX-711878,GB,2024-05-15 03:26:39,TRUE,VEND_4700
Nu Distribution Inc,Nu Distribution,TAX-681896,AE,2025-02-19 03:26:39,TRUE,CUST_5221
Xi Services S.A.,Xi Services,TAX-287401,AE,2023-04-07 03:26:39,FALSE,VEND_5826
Theta Manufacturing Ltd,Theta Manufacturing,TAX-496764,AE,2022-04-14 03:26:39,FALSE,CUST_8765
Tau Services Ltd,Tau Services,TAX-550664,PK,2026-03-02 03:26:39,FALSE,VEND_2946
Kappa Logistics Ltd,Kappa Logistics,TAX-386042,GB,2023-07-10 03:26:39,TRUE,CUST_5528
"Nu Services PVT	",Nu Services  ,TAX-729557,AE,2025-07-25 03:26:39,TRUE,CUST_1815
Iota Trading Ltd,Iota Trading,TAX-675462,FR,2022-12-27 03:26:39,FALSE,CUST_6882
Upsilon Logistics Inc,Upsilon Logistics,TAX-989203,GB,2024-04-26 03:26:39,FALSE,VEND_8373
Lambda Consulting S.A.,Lambda Consulting,TAX-772464,DE,2023-06-18 03:26:39,FALSE,CUST_7232
Zeta Logistics PK,Zeta Logistics,TAX-382271,PK,2022-05-23 03:26:39,FALSE,VEND_8371
Nu Trading Ltd,Nu Trading,TAX-156778,DE,2021-12-02 03:26:39,FALSE,VEND_8581
Kappa Consulting Pakistan,Kappa Consulting,TAX-805893,DE,2023-09-01 03:26:39,FALSE,VEND_7606
Iota Tech Pakistan,Iota Tech,TAX-408463,GB,2021-11-20 03:26:39,TRUE,CUST_4054
Kappa Tech LLC,Kappa Tech,TAX-284308,FR,2022-12-31 03:26:39,TRUE,CUST_4937
Omega Consulting PK,Omega Consulting,TAX-966120,US,2023-03-13 03:26:39,FALSE,CUST_2143
Tau Trading PVT,Tau Trading,TAX-427557,DE,2024-07-21 03:26:39,FALSE,VEND_4938
Pi Services PVT,Pi Services,TAX-746908,FR,2024-06-03 03:26:39,FALSE,VEND_5315
Lambda Consulting S.A.,Lambda Consulting,TAX-703853,IN,2025-01-15 03:26:39,FALSE,VEND_8172
Kappa Tech PVT,Kappa Tech,TAX-657772,GB,2021-10-13 03:26:39,TRUE,VEND_2808
Zeta Distribution PVT,Zeta Distribution,TAX-120053,PK,2025-02-21 03:26:39,TRUE,CUST_1152
Eta Services S.A.,Eta Services,TAX-902930,DE,2025-07-15 03:26:39,FALSE,CUST_9129
Sigma Services Pakistan,Sigma Services,TAX-135087,US,2023-03-20 03:26:39,FALSE,VEND_7731
Lambda Consulting Inc   ,"Lambda Consulting	",TAX-374258,FR,2024-05-20 03:26:39,TRUE,VEND_7236
Kappa Tech S.A.,Kappa Tech,TAX-659572,FR,2024-05-21 03:26:39,FALSE,VEND_3787
Beta Manufacturing PVT,Beta Manufacturing,TAX-101773,DE,2021-11-17 03:26:39,TRUE,VEND_1436
Beta Consulting Pakistan,Beta Consulting,TAX-539892,FR,2024-05-27 03:26:39,TRUE,VEND_3675
Mu Services Pakistan,Mu Services,TAX-184365,IN,2023-10-28 03:26:39,FALSE,CUST_2485
Epsilon Distribution PVT,Epsilon Distribution,TAX-162165,AE,2021-07-16 03:26:39,TRUE,VEND_6779
Omicron Services LLC,Omicron Services,TAX-340977,GB,2024-03-28 03:26:39,TRUE,CUST_6314
Zeta Tech Inc,Zeta Tech,TAX-376085,GB,2023-10-17 03:26:39,FALSE,CUST_7305
Xi Trading PK,Xi Trading,TAX-745830,IN,2023-05-20 03:26:39,FALSE,VEND_1124
"Pi Services Pakistan	",Pi Services  ,TAX-369826,IN,2021-10-17 03:26:39,FALSE,VEND_6885
Mu Consulting LLC,Mu Consulting,TAX-855408,US,2026-02-17 03:26:39,FALSE,CUST_9311
Zeta Tech LLC,Zeta Tech,TAX-938016,IN,2026-03-19 03:26:39,FALSE,CUST_3804
"Sigma Tech Ltd
","Sigma Tech	",TAX-879779,IN,2023-09-27 03:26:39,FALSE,VEND_4532
Epsilon Consulting LLC,Epsilon Consulting,TAX-897097,US,2022-09-11 03:26:39,FALSE,VEND_6356
Beta Services Pakistan,Beta Services,TAX-658136,AE,2023-01-20 03:26:39,TRUE,CUST_7054
Gamma Tech PK,Gamma Tech,TAX-483551,GB,2024-12-10 03:26:39,TRUE,CUST_7290
Upsilon Services Ltd,Upsilon Services,TAX-632623,US,2024-02-16 03:26:39,TRUE,VEND_6711
Gamma Services Ltd,Gamma Services,TAX-571213,AE,2021-10-21 03:26:39,FALSE,VEND_2494
"Phi Distribution Pakistan
","Phi Distribution	",TAX-270555,AE,2024-05-29 03:26:39,TRUE,VEND_8532
Eta Logistics LLC,Eta Logistics,TAX-722795,US,2023-11-24 03:26:39,TRUE,VEND_7997
Iota Tech PVT,Iota Tech,TAX-573039,FR,2024-02-18 03:26:39,FALSE,VEND_5836
Omega Manufacturing PK,Omega Manufacturing,TAX-208998,PK,2023-06-06 03:26:39,TRUE,CUST_6929
"Zeta Tech S.A.	",Zeta Tech  ,TAX-604740,PK,2021-07-21 03:26:39,FALSE,VEND_5067
Omega Trading PVT,Omega Trading,TAX-786587,PK,2025-12-24 03:26:39,FALSE,CUST_6769
Kappa Trading Corp,Kappa Trading,TAX-445888,PK,2024-04-09 03:26:39,TRUE,VEND_5725
Iota Consulting S.A.,Iota Consulting,TAX-255851,US,2022-12-16 03:26:39,TRUE,VEND_6132
Omicron Services PK,Omicron Services,TAX-888939,FR,2022-01-02 03:26:39,FALSE,CUST_2548
Eta Manufacturing PK,Eta Manufacturing,TAX-428961,DE,2025-12-09 03:26:39,TRUE,CUST_7564
"Upsilon Services PK
",Upsilon Services  ,TAX-954814,AE,2024-11-25 03:26:39,FALSE,CUST_5091
Chi Consulting PVT,Chi Consulting,TAX-874415,US,2025-11-13 03:26:39,TRUE,VEND_5018
Theta Manufacturing Inc,Theta Manufacturing,TAX-146177,IN,2021-07-24 03:26:39,TRUE,VEND_6416
"Rho Manufacturing LLC	","Rho Manufacturing	",TAX-638828,PK,2022-02-07 03:26:39,TRUE,VEND_5778
Xi Manufacturing Ltd   ,"Xi Manufacturing	",TAX-459381,GB,2024-05-21 03:26:39,TRUE,VEND_2982
Delta Distribution Ltd,Delta Distribution,TAX-141360,IN,2024-10-08 03:26:39,FALSE,CUST_1051
Omega Services Corp,Omega Services,TAX-612997,GB,2026-01-17 03:26:39,FALSE,CUST_1415
Xi Trading Ltd,Xi Trading,TAX-212002,PK,2025-03-14 03:26:39,FALSE,VEND_4865
Lambda Consulting Corp,Lambda Consulting,TAX-111846,FR,2025-04-09 03:26:39,FALSE,VEND_1745
Xi Trading LLC,Xi Trading,TAX-291267,PK,2024-10-10 03:26:39,TRUE,CUST_8938
Gamma Consulting LLC,Gamma Consulting,TAX-685066,FR,2024-03-26 03:26:39,FALSE,CUST_6085
Upsilon Distribution S.A.,Upsilon Distribution,TAX-399628,DE,2026-05-10 03:26:39,TRUE,VEND_7052
Nu Consulting LLC,Nu Consulting,TAX-321231,DE,2021-06-27 03:26:39,FALSE,CUST_8576
Phi Logistics Inc,Phi Logistics,TAX-472787,FR,2025-07-15 03:26:39,TRUE,CUST_3269
Phi Services PK,Phi Services,TAX-773088,AE,2023-09-10 03:26:39,TRUE,CUST_3595
Psi Logistics PVT,Psi Logistics,TAX-785386,PK,2022-12-30 03:26:39,FALSE,VEND_4990
Theta Services Inc,Theta Services,TAX-239849,US,2021-12-18 03:26:39,FALSE,CUST_8187
Theta Logistics PK,Theta Logistics,TAX-321791,PK,2025-05-09 03:26:39,TRUE,CUST_1077
Delta Consulting Pakistan,Delta Consulting,TAX-220465,IN,2024-11-02 03:26:39,TRUE,CUST_4538
Nu Distribution S.A.,Nu Distribution,TAX-211834,PK,2024-04-05 03:26:39,FALSE,CUST_7194
Omega Trading S.A.   ,Omega Trading  ,TAX-233827,DE,2023-05-29 03:26:39,TRUE,CUST_8270
Mu Manufacturing Corp,Mu Manufacturing,TAX-758589,FR,2025-07-20 03:26:39,FALSE,VEND_7563
Chi Manufacturing LLC,Chi Manufacturing,TAX-814825,DE,2022-03-11 03:26:39,FALSE,CUST_8183
Lambda Tech Pakistan,Lambda Tech,TAX-687713,IN,2022-05-10 03:26:39,FALSE,CUST_5998
Theta Manufacturing Pakistan,Theta Manufacturing,TAX-891787,DE,2023-05-03 03:26:39,TRUE,CUST_2616
Nu Distribution Inc   ,Nu Distribution  ,TAX-737460,FR,2021-10-11 03:26:39,FALSE,CUST_8005
Kappa Trading PVT,Kappa Trading,TAX-863998,GB,2025-08-14 03:26:39,TRUE,VEND_8249
Epsilon Logistics Pakistan,Epsilon Logistics,TAX-104000,GB,2025-11-28 03:26:39,FALSE,CUST_5719
Upsilon Logistics PVT,Upsilon Logistics,TAX-443312,GB,2022-10-14 03:26:39,TRUE,VEND_2140
Lambda Services Pakistan,Lambda Services,TAX-891638,PK,2025-04-14 03:26:39,FALSE,CUST_8179
Phi Distribution Pakistan,Phi Distribution,TAX-693343,IN,2025-11-12 03:26:39,TRUE,CUST_9737
Theta Logistics PK   ,Theta Logistics  ,TAX-487380,PK,2026-02-28 03:26:39,TRUE,VEND_8348
"Mu Trading S.A.	",Mu Trading  ,TAX-170394,US,2021-09-26 03:26:39,TRUE,VEND_2885
Lambda Distribution Ltd,Lambda Distribution,TAX-926952,DE,2026-05-21 03:26:39,FALSE,CUST_7018
Sigma Consulting S.A.,Sigma Consulting,TAX-298994,DE,2025-05-09 03:26:39,FALSE,VEND_1555
Epsilon Trading PVT,Epsilon Trading,TAX-827659,PK,2022-06-10 03:26:39,TRUE,VEND_8110
Alpha Logistics Ltd,Alpha Logistics,TAX-193471,FR,2022-09-30 03:26:39,FALSE,VEND_2322
Mu Consulting Corp,Mu Consulting,TAX-333752,US,2022-09-13 03:26:39,TRUE,VEND_2369
"Rho Manufacturing Corp
",Rho Manufacturing  ,TAX-595793,GB,2022-07-31 03:26:39,FALSE,VEND_6067
Rho Consulting LLC,Rho Consulting,TAX-651613,DE,2023-07-22 03:26:39,TRUE,CUST_4404
Tau Tech S.A.,Tau Tech,TAX-290065,DE,2024-04-09 03:26:39,FALSE,CUST_5543
Nu Trading Ltd,Nu Trading,TAX-787926,FR,2026-05-15 03:26:39,TRUE,CUST_6707
"Eta Services Ltd
",Eta Services  ,TAX-888795,IN,2022-05-28 03:26:39,FALSE,CUST_4882
Zeta Distribution Pakistan,Zeta Distribution,TAX-757258,GB,2022-06-15 03:26:39,TRUE,CUST_7641
